	D3T0_sorted	D3T3_sorted	D3T7_sorted	D3T14_sorted	D3T0_unsorted	D3T3_unsorted	D3T7_unsorted	D3T14_unsorted
MARCH11	0	0	0	0	0	0	0	0
MARCH2	6	9	13	10	5	7	16	11
MARCH3	1	0	0	1	3	1	2	2
MARCH4	3	0	1	0	2	0	1	0
MARCH5	41	26	13	26	51	37	16	35
MARCH6	142	111	159	177	199	159	86	107
MARCH7	250	88	158	128	247	203	124	144
MARCH8	9	6	14	10	1	2	0	5
MARCH9	2	1	0	2	1	1	0	0
MARCKS	1122	159	280	239	582	364	296	299
MARCKSL1	10	5	4	7	11	11	9	6
MARCO	0	0	0	0	0	0	0	0
MARK1	0	0	0	1	0	0	0	6
MARK2	1	1	1	1	0	1	1	0
MARK2P9	2	0	0	0	0	0	1	0
MARK3	38	24	28	25	32	25	30	32
MARK4	7	0	5	3	3	4	4	5
MARS	322	46	71	67	588	167	96	115
MARS2	3	3	1	2	1	2	2	4
MARVELD1	23	14	16	16	27	26	14	21
MARVELD2	6	10	13	7	7	3	2	5
MARVELD3	57	40	69	52	16	16	13	15
MAS1	0	0	0	0	0	0	0	0
MAS1L	0	0	0	0	0	0	0	0
MASP1	5	4	3	2	9	2	3	2
MASP2	0	1	3	4	0	3	1	2
MAST1	0	0	0	0	0	0	0	0
MAST2	12	6	12	1	10	9	2	7
MAST3	19	18	59	43	8	9	14	14
MAST4	22	15	44	39	24	47	31	33
MASTL	49	26	19	36	45	62	48	73
MAT1A	0	0	0	0	0	0	0	0
MAT2A	228	126	133	170	261	311	135	200
MAT2B	69	22	29	46	49	72	54	49
MATK	0	0	0	0	0	0	0	0
MATN1	1	1	1	1	0	1	0	0
MATN1-AS1	2	0	0	2	2	0	1	1
MATN2	5	1	1	1	3	2	2	1
MATN3	3	3	7	1	1	1	2	2
MATN4	0	0	0	0	0	0	0	0
MATR3	383	118	146	147	418	404	186	242
MAU2	23	18	14	7	16	20	11	11
MAVS	175	136	224	190	104	146	102	108
MAX	14	5	16	10	22	12	17	15
MAZ	4	0	2	1	2	1	1	0
MB	0	0	0	0	0	0	0	0
MB21D1	17	4	2	5	18	8	6	4
MB21D2	16	12	15	18	40	36	14	21
MBD1	36	12	17	7	41	27	8	18
MBD2	30	11	13	11	13	12	12	28
MBD3	33	8	12	12	41	40	21	24
MBD3L1	0	0	0	0	0	0	0	0
MBD3L2	0	0	0	0	0	0	0	0
MBD3L3	0	0	0	0	0	0	0	0
MBD3L4	0	0	0	0	0	0	0	0
MBD3L5	0	0	0	0	0	0	0	0
MBD4	106	75	146	109	117	165	123	187
MBD5	8	5	5	6	2	4	1	2
MBD6	9	2	4	3	1	4	2	4
MBIP	41	10	26	32	35	42	43	42
MBL1P	0	0	0	1	0	0	0	1
MBL2	0	0	0	0	0	0	0	0
MBLAC1	0	1	3	0	1	4	0	2
MBLAC2	7	2	3	2	2	5	2	10
MBNL1	727	205	397	353	458	394	372	421
MBNL1-AS1	203	37	106	97	76	46	95	55
MBNL2	106	109	145	100	78	169	106	157
MBNL3	2	5	5	4	3	5	3	5
MBOAT1	9	6	18	16	2	7	9	6
MBOAT2	150	47	75	48	122	35	43	37
MBOAT4	0	0	0	0	0	2	0	1
MBOAT7	40	4	8	8	57	33	14	19
MBP	14	1	7	11	5	11	10	14
MBTD1	7	10	10	6	4	4	9	10
MBTPS1	86	59	59	59	68	97	82	76
MBTPS2	34	5	20	9	18	26	12	14
MC1R	4	3	0	1	9	0	0	2
MC2R	9	6	9	11	0	3	6	4
MC3R	0	0	0	0	0	0	0	0
MC4R	0	0	0	0	0	0	0	0
MC5R	0	1	0	0	1	0	0	0
MCAM	25	20	72	86	62	20	83	134
MCAT	18	8	4	17	31	26	16	24
MCC	30	10	18	16	15	15	7	23
MCCC1	37	11	17	23	33	48	26	60
MCCC2	30	14	29	32	27	30	17	36
MCCD1	0	0	0	0	0	0	0	0
MCEE	40	31	37	41	46	43	60	62
MCF2	0	0	0	0	1	0	0	0
MCF2L	0	0	0	1	0	0	0	0
MCF2L-AS1	0	0	0	0	0	0	0	2
MCF2L2	15	16	43	17	7	7	8	8
MCFD2	339	176	218	180	290	420	333	333
MCHR1	0	0	0	0	0	1	0	0
MCHR2	9	4	16	12	0	0	1	8
MCIDAS	0	0	0	0	0	0	0	0
MCL1	46	40	44	40	31	52	54	46
MCM10	24	3	13	6	31	5	4	4
MCM2	5	0	0	0	9	3	1	1
MCM3	43	8	17	36	78	53	35	45
MCM3AP	45	33	34	15	34	17	19	14
MCM3AP-AS1	11	4	2	2	11	6	2	2
MCM4	71	35	70	57	123	63	46	37
MCM5	22	1	2	2	39	5	5	4
MCM6	52	5	9	2	95	36	17	20
MCM7	53	12	17	13	110	48	18	22
MCM8	9	10	10	5	8	5	3	4
MCM9	4	4	7	10	4	9	0	8
MCMBP	22	18	11	8	12	13	13	11
MCMDC2	34	21	64	38	15	18	24	15
MCOLN1	11	9	10	4	4	5	13	13
MCOLN2	14	13	34	24	9	6	7	8
MCOLN3	3	4	0	6	0	2	0	0
MCPH1	71	50	60	45	41	43	39	25
MCRS1	124	26	21	43	111	65	60	70
MCTP1	1	1	4	6	0	2	2	2
MCTP2	14	11	16	20	1	2	3	3
MCTS1	419	208	288	283	600	315	279	367
MCU	11	4	7	7	16	16	9	14
MCUR1	83	40	122	78	39	32	38	49
MDC1	10	6	18	5	19	11	3	7
MDFI	0	0	0	0	0	1	0	0
MDFIC	55	58	60	59	29	46	35	61
MDGA1	3	1	1	1	1	3	3	0
MDGA2	0	0	0	1	1	0	0	0
MDH1	609	224	306	466	672	682	604	968
MDH1B	0	0	0	1	0	0	4	2
MDH2	676	159	198	324	1028	714	548	731
MDK	33	9	10	4	29	23	9	7
MDM1	22	11	19	18	14	14	21	22
MDM2	452	212	365	355	240	378	240	332
MDM4	260	209	334	265	173	148	124	153
MDN1	25	26	23	27	19	42	21	42
MDP1	65	20	26	43	58	67	75	54
MDS2	10	10	16	7	3	3	3	2
ME1	88	19	44	104	66	48	38	143
ME2	74	34	86	65	30	40	22	45
ME3	5	3	2	5	5	1	1	6
MEA1	398	115	128	138	659	392	332	366
MEAF6	188	88	138	106	103	102	101	93
MECOM	8	0	8	1	1	1	1	2
MECP2	28	16	21	19	20	15	23	18
MECR	34	19	23	24	50	26	29	45
MED1	95	24	44	52	76	89	52	57
MED10	117	48	60	68	162	136	89	97
MED11	48	46	43	51	70	71	93	112
MED12	9	4	7	9	7	7	4	9
MED12L	2	3	4	4	1	1	1	1
MED13	53	39	28	23	29	25	20	37
MED13L	27	14	37	24	16	36	21	26
MED14	20	5	11	8	12	10	4	11
MED15	27	9	14	13	35	24	12	11
MED16	22	5	6	4	52	21	11	12
MED17	56	26	30	41	43	35	45	39
MED18	97	64	74	98	119	118	67	70
MED19	60	36	42	55	117	82	65	47
MED20	15	4	9	20	23	28	14	26
MED21	117	33	75	61	126	154	116	144
MED22	13	7	6	9	39	13	10	13
MED23	28	21	20	11	15	15	12	12
MED24	71	41	45	44	204	106	70	57
MED25	1	0	1	0	1	1	0	0
MED26	17	7	16	22	13	10	17	20
MED27	91	26	30	29	111	92	51	71
MED28	100	33	35	32	110	121	105	94
MED29	70	46	65	50	87	65	54	70
MED30	14	11	7	18	12	16	13	21
MED31	90	30	59	69	105	112	107	114
MED4	179	71	86	99	192	214	197	173
MED4-AS1	23	8	12	21	11	13	14	18
MED6	108	38	75	55	126	72	57	63
MED7	68	18	23	34	60	38	42	42
MED8	289	46	102	93	537	203	172	172
MED9	11	5	12	18	11	17	11	19
MEDAG	52	93	15	135	49	306	61	225
MEF2A	92	35	43	63	75	62	33	67
MEF2B	0	0	1	0	0	1	0	0
MEF2BNB	30	13	23	35	33	34	31	32
MEF2BNB-MEF2B	2	0	2	4	1	5	6	4
MEF2C	18	6	7	23	24	9	8	19
MEF2D	8	2	5	5	2	4	2	2
MEFV	47	50	95	55	28	27	18	18
MEG3	200	64	135	96	82	48	51	42
MEG8	6	0	2	1	2	2	0	1
MEG9	1	0	0	0	1	0	0	0
MEGF10	0	0	0	0	0	0	0	0
MEGF11	1	0	1	1	0	0	0	0
MEGF6	34	0	2	0	1	6	1	1
MEGF8	20	21	51	29	16	15	16	31
MEGF9	16	14	25	14	0	14	9	21
MEI1	5	0	0	0	1	0	0	0
MEIG1	0	0	2	0	0	1	2	1
MEIOB	1	0	1	0	2	1	1	0
MEIS1	98	112	208	210	66	139	118	95
MEIS1-AS3	0	1	0	1	0	0	1	0
MEIS2	30	18	24	20	30	19	15	18
MEIS3	7	7	3	9	14	14	8	4
MEIS3P1	19	8	14	16	19	17	14	8
MELK	51	6	9	4	29	11	5	6
MEMO1	90	26	35	29	92	49	42	60
MEN1	16	3	7	6	10	11	1	8
MEOX1	0	0	0	0	0	0	0	0
MEOX2	11	0	3	0	5	1	0	0
MEP1A	0	0	0	0	0	0	0	0
MEP1B	0	0	0	0	0	0	0	0
MEPCE	18	6	5	18	24	22	11	12
MEPE	0	0	0	0	0	0	0	0
MERTK	0	1	0	2	0	2	2	1
MESDC1	1	2	0	2	0	0	1	0
MESDC2	375	120	159	192	392	270	267	275
MESP1	0	0	2	1	0	0	1	1
MESP2	0	0	0	1	0	0	0	0
MEST	9	3	4	7	4	2	2	11
MESTIT1	8	9	21	17	2	3	5	5
MET	29	4	23	10	20	5	3	6
METAP1	91	40	33	25	150	87	36	62
METAP1D	10	3	9	11	5	7	6	6
METAP2	321	88	116	122	342	262	170	214
METRN	0	0	0	0	0	0	1	0
METRNL	27	4	1	1	25	9	7	2
METTL1	47	14	20	32	103	42	49	59
METTL10	29	10	16	8	31	14	20	10
METTL11B	0	0	0	0	0	0	0	0
METTL12	14	15	12	17	16	28	39	22
METTL13	32	4	18	12	42	42	19	24
METTL14	47	14	29	25	19	32	24	28
METTL15	52	31	34	36	39	23	14	23
METTL16	57	31	66	42	80	56	51	45
METTL17	114	50	90	125	122	125	94	102
METTL18	15	3	12	4	23	14	7	10
METTL20	18	9	25	20	12	15	10	16
METTL21A	489	320	568	518	168	198	162	190
METTL21B	23	22	48	32	16	28	23	15
METTL21C	0	0	0	0	0	0	0	0
METTL21D	19	6	11	3	14	22	9	16
METTL21EP	5	1	11	10	2	1	2	2
METTL22	81	7	14	24	134	57	43	33
METTL23	65	32	32	55	89	118	66	68
METTL24	0	0	0	0	0	0	0	0
METTL25	14	13	20	15	25	14	17	13
METTL2A	145	76	100	87	132	119	99	126
METTL2B	140	55	77	77	132	105	83	104
METTL3	44	13	33	36	70	52	40	52
METTL4	25	17	22	9	21	15	2	17
METTL5	214	79	104	100	325	214	182	216
METTL6	118	63	76	76	116	80	63	64
METTL7A	48	184	460	796	32	470	491	1123
METTL7B	0	0	2	1	0	1	2	1
METTL8	73	83	105	74	66	57	31	53
METTL9	44	18	18	23	29	39	21	25
MEX3A	2	0	8	1	7	3	6	0
MEX3B	11	2	3	2	5	12	4	3
MEX3C	5	2	4	7	8	12	5	8
MEX3D	4	2	3	5	1	3	4	2
MFAP1	106	20	66	47	181	140	100	119
MFAP2	201	61	119	73	202	144	150	120
MFAP3	35	28	43	35	22	42	22	25
MFAP3L	7	5	9	3	5	5	8	5
MFAP4	1059	188	228	183	1556	711	341	326
MFAP5	2192	873	2117	2358	2193	2590	3875	4327
MFF	163	63	71	91	259	212	138	169
MFGE8	50	77	154	182	19	190	218	270
MFHAS1	2	1	2	0	0	2	1	4
MFI2	16	9	16	5	6	19	10	8
MFI2-AS1	0	1	0	0	0	0	0	0
MFN1	83	21	54	32	73	47	30	51
MFN2	29	7	7	10	25	22	16	21
MFNG	0	0	0	0	0	0	0	0
MFRP	13	3	5	7	4	19	16	8
MFSD1	141	51	60	51	279	145	99	119
MFSD10	14	7	9	10	14	14	9	15
MFSD11	57	31	40	57	63	48	33	40
MFSD12	8	4	4	4	4	5	0	4
MFSD2A	0	3	0	3	2	4	1	1
MFSD2B	0	1	0	0	0	0	0	0
MFSD3	4	2	2	3	4	3	1	4
MFSD4	13	21	59	31	12	8	9	15
MFSD5	46	25	41	26	67	69	39	33
MFSD6	1	1	3	2	0	0	2	0
MFSD6L	0	0	0	0	0	0	0	0
MFSD7	6	0	1	3	13	4	1	2
MFSD8	35	23	45	42	17	29	12	20
MFSD9	19	18	26	9	9	8	5	16
MGA	56	24	39	31	55	46	32	42
MGAM	0	0	0	0	2	0	0	0
MGARP	3	0	0	0	2	2	3	3
MGAT1	87	36	51	64	76	104	56	103
MGAT2	40	11	17	27	38	47	25	32
MGAT3	0	0	0	0	0	0	0	0
MGAT4A	9	15	30	20	5	3	6	9
MGAT4B	19	16	0	20	35	11	6	15
MGAT4C	0	0	1	1	0	0	0	0
MGAT5	24	8	7	5	22	19	13	7
MGAT5B	0	0	0	0	0	0	0	0
MGC12916	2	1	1	1	1	0	0	1
MGC15885	1	0	1	1	0	0	0	0
MGC16025	0	0	0	0	0	1	0	0
MGC16142	21	18	37	25	3	10	5	8
MGC16275	8	7	12	15	5	9	17	14
MGC21881	14	12	16	15	14	12	8	15
MGC27345	45	47	62	53	22	16	17	25
MGC27382	0	0	0	0	0	0	0	0
MGC2752	72	44	52	64	141	70	54	49
MGC2889	1	0	1	1	1	0	1	0
MGC32805	2	0	4	1	1	1	1	0
MGC34034	5	5	4	3	1	4	3	3
MGC34796	0	0	0	0	0	0	1	1
MGC39372	0	0	0	0	4	2	0	0
MGC39584	1	0	1	1	0	0	0	1
MGC45800	25	4	8	6	25	10	7	12
MGC45922	0	0	0	0	0	0	0	0
MGC57346	29	6	17	18	10	10	10	11
MGC70870	12	3	15	11	10	14	8	15
MGC72080	83	4	15	30	55	30	38	36
MGEA5	78	67	58	35	57	34	36	32
MGLL	147	19	42	123	145	113	160	331
MGME1	43	15	24	23	72	71	52	58
MGMT	45	5	16	17	76	39	20	42
MGP	45	2543	9748	23695	51	7174	19240	45391
MGRN1	99	45	89	53	102	65	38	65
MGST1	1671	2481	3265	4785	1599	5515	5019	7448
MGST2	52	18	28	45	46	54	86	66
MGST3	774	396	618	851	884	1081	1286	1665
MIA	0	0	0	0	0	0	0	0
MIA-RAB4B	11	5	8	6	7	12	6	12
MIA2	0	0	0	0	0	0	2	0
MIA3	196	83	125	129	205	277	180	236
MIAT	10	2	3	3	15	5	3	3
MIB1	32	27	28	16	13	20	11	12
MIB2	5	3	2	4	12	6	4	2
MICA	97	61	73	70	92	138	106	116
MICAL1	29	9	18	22	61	24	16	15
MICAL2	150	7	6	3	117	23	8	6
MICAL3	59	27	51	47	39	31	14	26
MICALCL	1	0	0	0	0	0	0	0
MICALL1	17	5	1	5	21	8	5	2
MICALL2	28	10	9	12	30	31	13	17
MICB	17	13	26	24	17	16	12	13
MICU1	100	49	86	94	129	133	117	121
MICU2	58	16	17	33	57	43	34	44
MICU3	8	9	3	3	1	1	3	5
MID1	16	25	36	47	15	47	30	53
MID1IP1	3	2	2	0	1	2	2	2
MID2	5	3	6	7	8	7	7	10
MIDN	8	3	4	5	3	4	2	6
MIEN1	105	50	53	58	195	175	168	141
MIER1	155	54	98	117	183	198	148	155
MIER2	3	2	1	0	3	3	1	2
MIER3	27	6	16	9	17	13	15	15
MIF	520	133	169	144	673	417	337	330
MIF4GD	15	4	3	10	16	14	23	24
MIIP	12	5	3	7	12	7	8	10
MILR1	45	13	20	17	33	9	6	14
MIMT1	0	0	0	0	0	0	0	0
MINA	188	66	69	69	245	209	135	152
MINK1	5	0	0	1	3	7	1	1
MINOS1	744	188	403	329	643	593	583	628
MINOS1-NBL1	56	18	39	38	36	43	50	40
MINOS1P1	3	12	22	12	2	7	4	6
MINPP1	25	26	20	23	18	28	20	22
MIOS	13	8	5	18	19	16	7	19
MIOX	0	0	0	0	0	0	0	0
MIP	0	1	3	1	1	1	0	2
MIPEP	28	8	10	17	39	37	12	20
MIPEPP3	9	3	3	8	5	9	7	10
MIPOL1	23	25	24	25	14	16	6	18
MIR1-1	0	0	0	0	0	0	0	0
MIR1-2	0	0	0	0	0	0	0	0
MIR100	0	0	0	0	0	0	0	0
MIR100HG	317	74	93	67	328	135	101	130
MIR101-1	0	0	0	0	0	0	0	0
MIR101-2	0	0	0	0	0	0	0	0
MIR103A1	0	0	0	0	0	0	0	0
MIR103A2	0	0	0	0	0	0	0	0
MIR103B1	0	0	0	0	0	0	0	0
MIR103B2	0	0	0	0	0	0	0	0
MIR105-1	0	0	0	0	0	0	0	0
MIR105-2	0	0	0	0	0	0	0	0
MIR106A	0	0	0	0	0	0	0	0
MIR106B	0	0	0	0	0	0	0	0
MIR107	0	0	0	0	0	0	0	0
MIR10A	0	0	0	0	0	0	0	0
MIR10B	0	0	0	0	0	0	0	0
MIR1178	0	0	0	0	0	0	0	0
MIR1179	0	0	0	0	0	0	0	0
MIR1180	0	0	0	0	0	0	0	0
MIR1181	0	0	0	0	0	0	0	0
MIR1182	0	0	0	0	0	0	0	0
MIR1184-1	0	0	0	0	0	0	0	0
MIR1184-2	0	0	0	0	0	0	0	0
MIR1184-3	0	0	0	0	0	0	0	0
MIR1185-1	0	0	0	0	0	0	0	0
MIR1185-2	0	0	0	0	0	0	0	0
MIR1193	0	0	0	0	0	0	0	0
MIR1197	0	0	0	0	0	0	0	0
MIR1200	0	0	0	0	0	0	0	0
MIR1203	0	0	0	0	0	0	0	0
MIR1204	0	0	0	0	0	0	0	0
MIR1205	0	0	0	0	0	0	0	0
MIR1206	0	0	0	0	0	0	0	0
MIR1207	0	0	0	0	0	0	0	0
MIR1208	0	0	0	0	0	0	0	0
MIR122	0	0	0	0	0	0	0	0
MIR1224	0	0	0	0	0	0	0	0
MIR1225	0	0	0	0	0	0	0	0
MIR1226	0	0	0	0	0	0	0	0
MIR1227	0	0	0	0	0	0	0	0
MIR1228	0	0	0	0	0	0	0	0
MIR1229	0	0	0	0	0	0	0	0
MIR1231	0	0	0	0	0	0	0	0
MIR1233-1	0	0	0	0	0	0	0	0
MIR1233-2	0	0	0	0	0	0	0	0
MIR1234	0	0	0	0	0	0	0	0
MIR1236	0	0	0	0	0	0	0	0
MIR1237	0	0	0	0	0	0	0	0
MIR1238	0	0	0	0	0	0	0	0
MIR124-1	0	0	0	0	0	0	0	0
MIR124-2	0	0	0	0	0	0	0	0
MIR124-3	0	0	0	0	0	0	0	0
MIR1243	0	0	0	0	0	0	0	0
MIR1244-1	0	0	0	0	0	0	0	0
MIR1244-2	0	0	0	0	0	0	0	0
MIR1244-3	0	0	0	0	0	0	0	0
MIR1245A	0	0	0	0	0	0	0	0
MIR1245B	0	0	0	0	0	0	0	0
MIR1246	0	0	0	0	0	0	0	0
MIR1247	0	0	0	0	0	0	0	0
MIR1248	0	0	0	0	0	0	0	0
MIR1249	0	0	0	0	0	0	0	0
MIR1250	0	0	0	0	0	0	0	0
MIR1251	0	0	0	0	0	0	0	0
MIR1252	0	0	0	0	0	0	0	0
MIR1253	0	0	0	0	0	0	0	0
MIR1256	0	0	0	0	0	0	0	0
MIR1257	0	0	0	0	0	0	0	0
MIR1258	0	0	0	0	0	0	0	0
MIR125A	0	0	0	0	0	0	0	0
MIR125B1	0	0	0	0	0	0	0	0
MIR125B2	0	0	0	0	0	0	0	0
MIR126	0	0	0	0	0	0	0	0
MIR1260A	0	0	0	0	0	0	0	0
MIR1260B	0	0	0	0	0	0	0	0
MIR1262	0	0	0	0	0	0	0	0
MIR1264	0	0	0	0	0	0	0	0
MIR1265	0	0	0	0	0	0	0	0
MIR1266	0	0	0	0	0	0	0	0
MIR127	0	0	0	0	0	0	0	0
MIR1270-1	0	0	0	0	0	0	0	0
MIR1270-2	0	0	0	0	0	0	0	0
MIR1272	0	0	0	0	0	0	0	0
MIR1275	0	0	0	0	0	0	0	0
MIR1276	0	0	0	0	0	0	0	0
MIR1277	0	0	0	0	0	0	0	0
MIR1278	0	0	0	0	0	0	0	0
MIR1279	0	0	0	0	0	0	0	0
MIR128-1	0	0	0	0	0	0	0	0
MIR128-2	0	0	0	0	0	0	0	0
MIR1281	0	0	0	0	0	0	0	0
MIR1282	0	0	0	0	0	0	0	0
MIR1283-1	0	0	0	0	0	0	0	0
MIR1283-2	0	0	0	0	0	0	0	0
MIR1284	0	0	0	0	0	0	0	0
MIR1286	0	0	0	0	0	0	0	0
MIR1287	0	0	0	0	0	0	0	0
MIR1288	0	0	0	0	0	0	0	0
MIR1289-2	0	0	0	0	0	0	0	0
MIR129-1	0	0	0	0	0	0	0	0
MIR129-2	0	0	0	0	0	0	0	0
MIR1291	0	0	0	0	0	0	0	0
MIR1292	0	0	0	0	0	0	0	0
MIR1293	0	0	0	0	0	0	0	0
MIR1295A	0	0	0	0	0	0	0	0
MIR1295B	0	0	0	0	0	0	0	0
MIR1296	0	0	0	0	0	0	0	0
MIR1297	0	0	0	0	0	0	0	0
MIR1298	0	0	0	0	0	0	0	0
MIR1301	0	0	0	0	0	0	0	0
MIR1304	0	0	0	0	0	0	0	0
MIR1305	0	0	0	0	0	0	0	0
MIR1306	0	0	0	0	0	0	0	0
MIR1307	0	0	0	0	0	0	0	0
MIR130A	0	0	0	0	0	0	0	0
MIR130B	0	0	0	0	0	0	0	0
MIR132	0	0	0	0	0	0	0	0
MIR1322	0	0	0	0	0	0	0	0
MIR1323	0	0	0	0	0	0	0	0
MIR1324	0	0	0	0	0	0	0	0
MIR133A1	0	0	0	0	0	0	0	0
MIR133A2	0	0	0	0	0	0	0	0
MIR133B	0	0	0	0	0	0	0	0
MIR134	0	0	0	0	0	0	0	0
MIR1343	0	0	0	0	0	0	0	0
MIR135A1	0	0	0	0	0	0	0	0
MIR135A2	0	0	0	0	0	0	0	0
MIR135B	0	0	0	0	0	0	0	0
MIR136	0	0	0	0	0	0	0	0
MIR137	0	0	0	0	0	0	0	0
MIR137HG	14	4	16	10	4	2	2	3
MIR138-1	0	0	0	0	0	0	0	0
MIR138-2	0	0	0	0	0	0	0	0
MIR139	0	0	0	0	0	0	0	0
MIR140	0	0	0	0	0	0	0	0
MIR141	0	0	0	0	0	0	0	0
MIR142	0	0	0	0	0	0	0	0
MIR143	0	0	0	0	0	0	0	0
MIR143HG	431	164	387	320	489	142	172	198
MIR144	0	0	0	0	0	0	0	0
MIR145	0	0	0	0	0	0	0	0
MIR1468	0	0	0	0	0	0	0	0
MIR1469	0	0	0	0	0	0	0	0
MIR146A	0	0	0	0	0	0	0	0
MIR146B	0	0	0	0	0	0	0	0
MIR1470	0	0	0	0	0	0	0	0
MIR1471	0	0	0	0	0	0	0	0
MIR147A	0	0	0	0	0	0	0	0
MIR147B	0	0	0	0	0	0	0	0
MIR148A	0	0	0	0	0	0	0	0
MIR148B	0	0	0	0	0	0	0	0
MIR149	0	0	0	0	0	0	0	0
MIR150	0	0	0	0	0	0	0	0
MIR152	0	0	0	0	0	0	0	0
MIR153-1	0	0	0	0	0	0	0	0
MIR153-2	0	0	0	0	0	0	0	0
MIR1537	0	0	0	0	0	0	0	0
MIR1538	0	0	0	0	0	0	0	0
MIR1539	0	0	0	0	0	0	0	0
MIR154	0	0	0	0	0	0	0	0
MIR155	0	0	0	0	0	0	0	0
MIR155HG	4	4	3	0	8	3	0	4
MIR15A	0	0	0	0	0	0	0	0
MIR15B	0	0	0	0	0	0	0	0
MIR16-1	0	0	0	0	0	0	0	0
MIR16-2	0	0	0	0	0	0	0	0
MIR17	0	0	0	0	0	0	0	0
MIR17HG	20	16	22	30	10	16	9	14
MIR181A1	0	0	0	0	0	0	0	0
MIR181A1HG	4	1	6	1	2	1	0	2
MIR181A2	0	0	0	0	0	0	0	0
MIR181A2HG	25	0	3	2	5	3	4	3
MIR181B1	0	0	0	0	0	0	0	0
MIR181B2	0	0	0	0	0	0	0	0
MIR181C	0	0	0	0	0	0	0	0
MIR181D	0	0	0	0	0	0	0	0
MIR182	0	0	0	0	0	0	0	0
MIR1827	0	0	0	0	0	0	0	0
MIR183	0	0	0	0	0	0	0	0
MIR184	0	0	0	0	0	0	0	0
MIR185	0	0	0	0	0	0	0	0
MIR186	0	0	0	0	0	0	0	0
MIR187	0	0	0	0	0	0	0	0
MIR188	0	0	0	0	0	0	0	0
MIR18A	0	0	0	0	0	0	0	0
MIR18B	0	0	0	0	0	0	0	0
MIR1908	0	0	0	0	0	0	0	0
MIR1909	0	0	0	0	0	0	0	0
MIR190A	0	0	0	0	0	0	0	0
MIR190B	0	0	0	0	0	0	0	0
MIR191	0	0	0	0	0	0	0	0
MIR1910	0	0	0	0	0	0	0	0
MIR1911	0	0	0	0	0	0	0	0
MIR1912	0	0	0	0	0	0	0	0
MIR1913	0	0	0	0	0	0	0	0
MIR1914	0	0	0	0	0	0	0	0
MIR1915	0	0	0	0	0	0	0	0
MIR192	0	0	0	0	0	0	0	0
MIR193A	0	0	0	0	0	0	0	0
MIR193B	0	0	0	0	0	0	0	0
MIR194-1	0	0	0	0	0	0	0	0
MIR194-2	0	0	0	0	0	0	0	0
MIR195	0	0	0	0	0	0	0	0
MIR196A1	0	0	0	0	0	0	0	0
MIR196A2	0	0	0	0	0	0	0	0
MIR196B	0	0	0	0	0	0	0	0
MIR197	0	0	0	0	0	0	0	0
MIR1972-1	0	0	0	0	0	0	0	0
MIR1972-2	0	0	0	0	0	0	0	0
MIR1973	0	0	0	0	0	0	0	0
MIR1976	0	0	0	0	0	0	0	0
MIR198	0	0	0	0	0	0	0	0
MIR199A1	0	0	0	0	0	0	0	0
MIR199A2	0	0	0	0	0	0	0	0
MIR199B	0	0	0	0	0	0	0	0
MIR19A	0	0	0	0	0	0	0	0
MIR19B1	0	0	0	0	0	0	0	0
MIR19B2	0	0	0	0	0	0	0	0
MIR200A	0	0	0	0	0	0	0	0
MIR200B	0	0	0	0	0	0	0	0
MIR200C	0	0	0	0	0	0	0	0
MIR202	0	0	0	0	0	0	0	0
MIR203	0	0	0	0	0	0	0	0
MIR204	0	0	0	0	0	0	0	0
MIR205	0	0	0	0	0	0	0	0
MIR2052	0	0	0	0	0	0	0	0
MIR2053	0	0	0	0	0	0	0	0
MIR2054	0	0	0	0	0	0	0	0
MIR205HG	12	8	11	11	6	6	6	6
MIR206	0	0	0	0	0	0	0	0
MIR208A	0	0	0	0	0	0	0	0
MIR208B	0	0	0	0	0	0	0	0
MIR20A	0	0	0	0	0	0	0	0
MIR20B	0	0	0	0	0	0	0	0
MIR21	0	0	0	0	0	0	0	0
MIR210	0	0	0	0	0	0	0	0
MIR210HG	13	13	23	19	10	5	10	8
MIR211	0	0	0	0	0	0	0	0
MIR2110	0	0	0	0	0	0	0	0
MIR2113	0	0	0	0	0	0	0	0
MIR2114	0	0	0	0	0	0	0	0
MIR2116	0	0	0	0	0	0	0	0
MIR2117	0	0	0	0	0	0	0	0
MIR212	0	0	0	0	0	0	0	0
MIR214	0	0	0	0	0	0	0	0
MIR215	0	0	0	0	0	0	0	0
MIR216A	0	0	0	0	0	0	0	0
MIR216B	0	0	0	0	0	0	0	0
MIR217	0	0	0	0	0	0	0	0
MIR218-1	0	0	0	0	0	0	0	0
MIR218-2	0	0	0	0	0	0	0	0
MIR219-1	0	0	0	0	0	0	0	0
MIR219-2	0	0	0	0	0	0	0	0
MIR22	0	0	0	0	0	0	0	0
MIR221	0	0	0	0	0	0	0	0
MIR222	0	0	0	0	0	0	0	0
MIR223	0	0	0	0	0	0	0	0
MIR2276	0	0	0	0	0	0	0	0
MIR2277	0	0	0	0	0	0	0	0
MIR2278	0	0	0	0	0	0	0	0
MIR22HG	134	36	80	53	145	35	67	62
MIR2355	0	0	0	0	0	0	0	0
MIR2392	0	0	0	0	0	0	0	0
MIR23A	0	0	0	0	0	0	0	0
MIR23B	0	0	0	0	0	0	0	0
MIR23C	0	0	0	0	0	0	0	0
MIR24-1	0	0	0	0	0	0	0	0
MIR24-2	0	0	0	0	0	0	0	0
MIR2467	0	0	0	0	0	0	0	0
